"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 18 16:13:45 MSK 2021","Thu Nov 18 16:13:57 MSK 2021","11657","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Тест фильтра в вертикальном положении","Тест фильтра в вертикальном положении",""
"failed","Thu Nov 18 16:10:52 MSK 2021","Thu Nov 18 16:11:15 MSK 2021","23284","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через Webmoney","Проверка открытия страницы пополнения через Webmoney",""
"passed","Thu Nov 18 16:15:07 MSK 2021","Thu Nov 18 16:15:24 MSK 2021","17176","","Тесты на функциии из области шапки сайта","","Тесты на функциии из области шапки сайта","Проверка открытия всех вкладок","Проверка открытия всех вкладок",""
"failed","Thu Nov 18 16:18:43 MSK 2021","Thu Nov 18 16:18:56 MSK 2021","12183","","Тесты на производительность","","Тесты на производительность","Нагрузка процессора","Нагрузка процессора",""
"failed","Thu Nov 18 16:19:28 MSK 2021","Thu Nov 18 16:19:49 MSK 2021","21907","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка ввода промокода Бонусы","Проверка ввода промокода Бонусы",""
"failed","Thu Nov 18 16:27:55 MSK 2021","Thu Nov 18 16:28:07 MSK 2021","11902","","Проверка настроек сайта","","Проверка настроек сайта","Проверка любимой ставки","Проверка любимой ставки",""
"skipped","Thu Nov 18 16:12:43 MSK 2021","Thu Nov 18 16:12:43 MSK 2021","12","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Выплата на телефон","Выплата на телефон",""
"failed","Thu Nov 18 16:19:49 MSK 2021","Thu Nov 18 16:20:16 MSK 2021","26548","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка суммы бонусов","Проверка суммы бонусов",""
"failed","Thu Nov 18 16:26:23 MSK 2021","Thu Nov 18 16:26:34 MSK 2021","11119","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по input + textarea + data","Проверка запроса по input + textarea + data",""
"failed","Thu Nov 18 16:18:56 MSK 2021","Thu Nov 18 16:19:11 MSK 2021","14928","","Тесты на производительность","","Тесты на производительность","Нагрузка процессора 2","Нагрузка процессора 2",""
"failed","Thu Nov 18 16:21:53 MSK 2021","Thu Nov 18 16:22:09 MSK 2021","15904","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка работы вкладки Операции в Личном кабинете пользователя","Проверка работы вкладки Операции в Личном кабинете пользователя",""
"failed","Thu Nov 18 16:10:29 MSK 2021","Thu Nov 18 16:10:52 MSK 2021","22353","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через Qiwi","Проверка открытия страницы пополнения через Qiwi",""
"failed","Thu Nov 18 16:20:38 MSK 2021","Thu Nov 18 16:21:00 MSK 2021","21341","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка баннеров акций","Проверка баннеров акций",""
"passed","Thu Nov 18 16:19:11 MSK 2021","Thu Nov 18 16:19:16 MSK 2021","5665","","Тесты на производительность","","Тесты на производительность","Нагрузка процессора 3","Нагрузка процессора 3",""
"failed","Thu Nov 18 16:22:09 MSK 2021","Thu Nov 18 16:22:24 MSK 2021","15616","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка смены почты через реальную почту","Проверка смены почты через реальную почту",""
"passed","Thu Nov 18 16:02:46 MSK 2021","Thu Nov 18 16:02:55 MSK 2021","8922","","Проверка ленты без авторизации","","Проверка ленты без авторизации","Проверка появления окна авторизации на пари без авторизации","Проверка появления окна авторизации на пари без авторизации",""
"passed","Thu Nov 18 16:06:25 MSK 2021","Thu Nov 18 16:06:47 MSK 2021","21793","","Проверка БС, min/max","","Проверка БС, min/max","Проверка Фрибета/Бп с нулевым балансом клиента","Проверка Фрибета/Бп с нулевым балансом клиента",""
"failed","Thu Nov 18 16:03:07 MSK 2021","Thu Nov 18 16:03:22 MSK 2021","14386","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка быстрой ставки","Проверка быстрой ставки",""
"failed","Thu Nov 18 16:24:28 MSK 2021","Thu Nov 18 16:24:47 MSK 2021","18794","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка  включения расссылок и уведомлений","Проверка  включения расссылок и уведомлений",""
"failed","Thu Nov 18 16:11:36 MSK 2021","Thu Nov 18 16:11:58 MSK 2021","21636","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через Билайн","Проверка открытия страницы пополнения через Билайн",""
"failed","Thu Nov 18 16:22:24 MSK 2021","Thu Nov 18 16:22:40 MSK 2021","15444","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка скрытия баланса","Проверка скрытия баланса",""
"failed","Thu Nov 18 16:25:50 MSK 2021","Thu Nov 18 16:26:01 MSK 2021","11337","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по input + textarea +file","Проверка запроса по input + textarea +file",""
"passed","Thu Nov 18 16:09:21 MSK 2021","Thu Nov 18 16:09:35 MSK 2021","14073","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения карты банка","Проверка открытия страницы пополнения карты банка",""
"failed","Thu Nov 18 16:04:12 MSK 2021","Thu Nov 18 16:04:33 MSK 2021","20821","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка сворачивания ставки из ленты купонов","Проверка сворачивания ставки из ленты купонов",""
"passed","Thu Nov 18 16:24:47 MSK 2021","Thu Nov 18 16:25:08 MSK 2021","20566","","Проверка работы всего функицонала во вкладке ""Результат""","","Проверка работы всего функицонала во вкладке ""Результат""","Проверка сортировки по времени","Проверка сортировки по времени",""
"failed","Thu Nov 18 16:26:01 MSK 2021","Thu Nov 18 16:26:12 MSK 2021","11223","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по 3*input + textarea + data","Проверка запроса по 3*input + textarea + data",""
"failed","Thu Nov 18 16:14:14 MSK 2021","Thu Nov 18 16:14:27 MSK 2021","13492","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Сравнение фильтра времени у конкретного спорта в горизонтальном и вертикальном ","Сравнение фильтра времени у конкретного спорта в горизонтальном и вертикальном ",""
"passed","Thu Nov 18 16:01:48 MSK 2021","Thu Nov 18 16:01:57 MSK 2021","9744","","Проверка авторизации","","Проверка авторизации","Клиент с  опцией ""Авторизация запрещена","Клиент с  опцией ""Авторизация запрещена",""
"passed","Thu Nov 18 16:03:48 MSK 2021","Thu Nov 18 16:03:56 MSK 2021","8234","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка ввода суммы больше чем баланс счета","Проверка ввода суммы больше чем баланс счета",""
"passed","Thu Nov 18 16:00:42 MSK 2021","Thu Nov 18 16:00:57 MSK 2021","15010","","Проверка авторизации","","Проверка авторизации","Проверка протушей  сессии","Проверка протушей  сессии",""
"failed","Thu Nov 18 16:21:00 MSK 2021","Thu Nov 18 16:21:22 MSK 2021","22380","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка сортировки по времени","Проверка сортировки по времени",""
"failed","Thu Nov 18 16:23:49 MSK 2021","Thu Nov 18 16:24:06 MSK 2021","16998","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка работы процесса изменения номера телефона по тестовому сценарию","Проверка работы процесса изменения номера телефона по тестовому сценарию",""
"passed","Thu Nov 18 16:14:39 MSK 2021","Thu Nov 18 16:14:52 MSK 2021","13136","","Провекра гридов с соревнованиями в линии/лайве","","Провекра гридов с соревнованиями в линии/лайве","Проверка разворачивания доп пари и доч событий","Проверка разворачивания доп пари и доч событий",""
"passed","Thu Nov 18 16:14:52 MSK 2021","Thu Nov 18 16:15:07 MSK 2021","14846","","Провекра гридов с соревнованиями в линии/лайве","","Провекра гридов с соревнованиями в линии/лайве","Проверка соответсвтия ставки в гриде и ставки в купоне","Проверка соответсвтия ставки в гриде и ставки в купоне",""
"failed","Thu Nov 18 16:05:11 MSK 2021","Thu Nov 18 16:05:36 MSK 2021","25013","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка Системы и калькулятора","Проверка Системы и калькулятора",""
"passed","Thu Nov 18 16:15:24 MSK 2021","Thu Nov 18 16:15:54 MSK 2021","29068","","Тесты на функциии из области шапки сайта","","Тесты на функциии из области шапки сайта","Проверка функции Поиск","Проверка функции Поиск",""
"passed","Thu Nov 18 16:02:55 MSK 2021","Thu Nov 18 16:03:07 MSK 2021","12013","","Проверка ленты без авторизации","","Проверка ленты без авторизации","Проверка истории ставок у нового пользователя","Проверка истории ставок у нового пользователя",""
"failed","Thu Nov 18 16:18:17 MSK 2021","Thu Nov 18 16:18:31 MSK 2021","14407","","Проверка Восстановления пароля","","Проверка Восстановления пароля","Восстановление пароля по тестовому сценарию через номер телефона","Восстановление пароля по тестовому сценарию через номер телефона",""
"passed","Thu Nov 18 16:00:57 MSK 2021","Thu Nov 18 16:01:06 MSK 2021","9433","","Проверка авторизации","","Проверка авторизации","Авторизация клиента по phoneNumber","Авторизация клиента по phoneNumber",""
"passed","Thu Nov 18 16:01:15 MSK 2021","Thu Nov 18 16:01:25 MSK 2021","9258","","Проверка авторизации","","Проверка авторизации","Авторизация клиента с самоисключением навсегда","Авторизация клиента с самоисключением навсегда",""
"passed","Thu Nov 18 16:13:37 MSK 2021","Thu Nov 18 16:13:45 MSK 2021","8425","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Горизонтальное положение, проверка свитчера и компактный режим ","Горизонтальное положение, проверка свитчера и компактный режим ",""
"failed","Thu Nov 18 16:27:20 MSK 2021","Thu Nov 18 16:27:32 MSK 2021","11246","","Проверка настроек сайта","","Проверка настроек сайта","Проверка работы ставки пари с предыдущей ставки","Проверка работы ставки пари с предыдущей ставки",""
"passed","Thu Nov 18 16:00:22 MSK 2021","Thu Nov 18 16:00:32 MSK 2021","10088","","Проверка авторизации","","Проверка авторизации","Проверка работы плейсхолдера всех трех типов авторизации(номер счета, номер телефона, почта)","Проверка работы плейсхолдера всех трех типов авторизации(номер счета, номер телефона, почта)",""
"failed","Thu Nov 18 16:21:37 MSK 2021","Thu Nov 18 16:21:53 MSK 2021","15405","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка работы вкладки История в Личном кабинете пользователя","Проверка работы вкладки История в Личном кабинете пользователя",""
"passed","Thu Nov 18 16:00:32 MSK 2021","Thu Nov 18 16:00:42 MSK 2021","9326","","Проверка авторизации","","Проверка авторизации","Авторизация клиента по clinetId","Авторизация клиента по clinetId",""
"passed","Thu Nov 18 16:09:06 MSK 2021","Thu Nov 18 16:09:21 MSK 2021","14791","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка суммы на граничные значения","Проверка суммы на граничные значения",""
"failed","Thu Nov 18 16:26:57 MSK 2021","Thu Nov 18 16:27:09 MSK 2021","12706","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка переоткрытия заявки","Проверка переоткрытия заявки",""
"failed","Thu Nov 18 16:22:59 MSK 2021","Thu Nov 18 16:23:21 MSK 2021","22775","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка Самоисключений","Проверка Самоисключений",""
"passed","Thu Nov 18 16:17:54 MSK 2021","Thu Nov 18 16:18:17 MSK 2021","22509","","Лайв трансляции и eventView","","Лайв трансляции и eventView","Проверка кол-ва трансляций в фильтре трансляций","Проверка кол-ва трансляций в фильтре трансляций",""
"passed","Thu Nov 18 16:08:31 MSK 2021","Thu Nov 18 16:08:53 MSK 2021","21901","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка избранного в выплатах","Проверка избранного в выплатах",""
"passed","Thu Nov 18 16:25:08 MSK 2021","Thu Nov 18 16:25:20 MSK 2021","12074","","Проверка работы всего функицонала во вкладке ""Результат""","","Проверка работы всего функицонала во вкладке ""Результат""","Проверка сортировки по номеру","Проверка сортировки по номеру",""
"passed","Thu Nov 18 16:05:36 MSK 2021","Thu Nov 18 16:06:01 MSK 2021","24849","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Популярные события","Популярные события",""
"passed","Thu Nov 18 16:13:57 MSK 2021","Thu Nov 18 16:14:05 MSK 2021","8202","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Проверка разворачивания/сворачивания всех дочерних событий и доп. пари","Проверка разворачивания/сворачивания всех дочерних событий и доп. пари",""
"failed","Thu Nov 18 16:21:22 MSK 2021","Thu Nov 18 16:21:37 MSK 2021","15447","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка открытия всех вкладок меню","Проверка открытия всех вкладок меню",""
"passed","Thu Nov 18 16:03:40 MSK 2021","Thu Nov 18 16:03:48 MSK 2021","7884","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка любимой ставки и подстановки старой","Проверка любимой ставки и подстановки старой",""
"passed","Thu Nov 18 16:12:55 MSK 2021","Thu Nov 18 16:13:07 MSK 2021","12113","","Запросы на выплату","","Запросы на выплату","Проверка фильтра","Проверка фильтра",""
"passed","Thu Nov 18 16:25:31 MSK 2021","Thu Nov 18 16:25:38 MSK 2021","7347","","Проверка работы всего функицонала во вкладке ""Результат""","","Проверка работы всего функицонала во вкладке ""Результат""","Проверка поиска в результатах","Проверка поиска в результатах",""
"passed","Thu Nov 18 16:05:00 MSK 2021","Thu Nov 18 16:05:11 MSK 2021","11859","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка продажи и ее настройки","Проверка продажи и ее настройки",""
"passed","Thu Nov 18 16:17:05 MSK 2021","Thu Nov 18 16:17:31 MSK 2021","25547","","Лайв трансляции и eventView","","Лайв трансляции и eventView","Проверка отображения всех видов трансляций лайф событий ","Проверка отображения всех видов трансляций лайф событий ",""
"passed","Thu Nov 18 16:02:06 MSK 2021","Thu Nov 18 16:02:14 MSK 2021","8513","","Проверка авторизации","","Проверка авторизации","Открытие формы Забыли пароль из формы авторизации","Открытие формы Забыли пароль из формы авторизации",""
"failed","Thu Nov 18 16:10:08 MSK 2021","Thu Nov 18 16:10:29 MSK 2021","21704","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через ЮMoney","Проверка открытия страницы пополнения через ЮMoney",""
"failed","Thu Nov 18 16:27:32 MSK 2021","Thu Nov 18 16:27:44 MSK 2021","11856","","Проверка настроек сайта","","Проверка настроек сайта","Проверка быстрого пари","Проверка быстрого пари",""
"passed","Thu Nov 18 16:01:06 MSK 2021","Thu Nov 18 16:01:15 MSK 2021","9250","","Проверка авторизации","","Проверка авторизации","Авторизация клиента по email","Авторизация клиента по email",""
"failed","Thu Nov 18 16:28:19 MSK 2021","Thu Nov 18 16:28:31 MSK 2021","12486","","Проверка настроек сайта","","Проверка настроек сайта","Проверка настроек Диалоги","Проверка настроек Диалоги",""
"failed","Thu Nov 18 16:25:38 MSK 2021","Thu Nov 18 16:25:50 MSK 2021","11146","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по textarea + file","Проверка запроса по textarea + file",""
"passed","Thu Nov 18 16:04:33 MSK 2021","Thu Nov 18 16:04:48 MSK 2021","15252","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка подстановки суммы предыдущей ставки","Проверка подстановки суммы предыдущей ставки",""
"failed","Thu Nov 18 16:09:35 MSK 2021","Thu Nov 18 16:10:08 MSK 2021","32376","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы  пополнения кошелек ЦУПИС","Проверка открытия страницы  пополнения кошелек ЦУПИС",""
"passed","Thu Nov 18 16:03:56 MSK 2021","Thu Nov 18 16:04:12 MSK 2021","16595","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка настроек в вкладке История","Проверка настроек в вкладке История",""
"skipped","Thu Nov 18 16:12:43 MSK 2021","Thu Nov 18 16:12:43 MSK 2021","13","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Выплата на карту","Выплата на карту",""
"passed","Thu Nov 18 16:08:53 MSK 2021","Thu Nov 18 16:09:06 MSK 2021","13740","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка смены языка","Проверка смены языка",""
"passed","Thu Nov 18 16:14:27 MSK 2021","Thu Nov 18 16:14:39 MSK 2021","12116","","Провекра гридов с соревнованиями в линии/лайве","","Провекра гридов с соревнованиями в линии/лайве","Проверка шапки чемпионата","Проверка шапки чемпионата",""
"passed","Thu Nov 18 16:02:14 MSK 2021","Thu Nov 18 16:02:46 MSK 2021","32065","","Проверка ленты без авторизации","","Проверка ленты без авторизации","Проверка сохранения купона, набранного до авторизации","Проверка сохранения купона, набранного до авторизации",""
"failed","Thu Nov 18 16:28:07 MSK 2021","Thu Nov 18 16:28:19 MSK 2021","11945","","Проверка настроек сайта","","Проверка настроек сайта","Проверка настроек Продажа пари","Проверка настроек Продажа пари",""
"passed","Thu Nov 18 16:04:48 MSK 2021","Thu Nov 18 16:05:00 MSK 2021","11099","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка клонирования и закрытия","Проверка клонирования и закрытия",""
"passed","Thu Nov 18 16:15:54 MSK 2021","Thu Nov 18 16:16:48 MSK 2021","54889","","Тесты на главной странице","","Тесты на главной странице","Ставки из приоритетных событий линии/лайва с главной страницы","Ставки из приоритетных событий линии/лайва с главной страницы",""
"failed","Thu Nov 18 16:16:48 MSK 2021","Thu Nov 18 16:17:05 MSK 2021","16850","","Тесты на главной странице","","Тесты на главной странице","Проверка приветственного слайдера","Проверка приветственного слайдера",""
"failed","Thu Nov 18 16:26:34 MSK 2021","Thu Nov 18 16:26:46 MSK 2021","11146","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по  textarea + data","Проверка запроса по  textarea + data",""
"failed","Thu Nov 18 16:27:44 MSK 2021","Thu Nov 18 16:27:55 MSK 2021","11464","","Проверка настроек сайта","","Проверка настроек сайта","Проверка приема без подтверждения","Проверка приема без подтверждения",""
"failed","Thu Nov 18 16:28:31 MSK 2021","Thu Nov 18 16:28:44 MSK 2021","12286","","Проверка настроек сайта","","Проверка настроек сайта","Проверка всего функционала из модуля ""Вид"" в настройках сайта","Проверка всего функционала из модуля ""Вид"" в настройках сайта",""
"skipped","Thu Nov 18 16:12:43 MSK 2021","Thu Nov 18 16:12:43 MSK 2021","14","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Выплата на Яндекс деньги","Выплата на Яндекс деньги",""
"passed","Thu Nov 18 16:08:07 MSK 2021","Thu Nov 18 16:08:31 MSK 2021","24037","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка избранного в депозитах","Проверка избранного в депозитах",""
"passed","Thu Nov 18 16:13:26 MSK 2021","Thu Nov 18 16:13:37 MSK 2021","10684","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Проверка фильтра в горизонтальном положении на выбор события","Проверка фильтра в горизонтальном положении на выбор события",""
"failed","Thu Nov 18 16:25:20 MSK 2021","Thu Nov 18 16:25:31 MSK 2021","11211","","Проверка работы всего функицонала во вкладке ""Результат""","","Проверка работы всего функицонала во вкладке ""Результат""","Проверка чекбокса Только текущие","Проверка чекбокса Только текущие",""
"failed","Thu Nov 18 16:26:12 MSK 2021","Thu Nov 18 16:26:23 MSK 2021","11040","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по dropdown + input + textarea + file","Проверка запроса по dropdown + input + textarea + file",""
"passed","Thu Nov 18 16:14:05 MSK 2021","Thu Nov 18 16:14:14 MSK 2021","8736","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Проверка фильтра времени в меню событий","Проверка фильтра времени в меню событий",""
"failed","Thu Nov 18 16:18:31 MSK 2021","Thu Nov 18 16:18:43 MSK 2021","12135","","Проверка Восстановления пароля","","Проверка Восстановления пароля","Восстановление пароля по тестовому сценарию через email","Восстановление пароля по тестовому сценарию через email",""
"failed","Thu Nov 18 16:28:44 MSK 2021","Thu Nov 18 16:28:56 MSK 2021","12621","","Проверка настроек сайта","","Проверка настроек сайта","Проверка всего функционала из модуля ""Вид"" в настройках сайта для  неавторизованного пользователя","Проверка всего функционала из модуля ""Вид"" в настройках сайта для  неавторизованного пользователя",""
"passed","Thu Nov 18 16:03:30 MSK 2021","Thu Nov 18 16:03:40 MSK 2021","9788","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка на продажу","Проверка на продажу",""
"failed","Thu Nov 18 16:27:09 MSK 2021","Thu Nov 18 16:27:20 MSK 2021","11007","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Прикрепление и скачивание файла в созданном запросах","Прикрепление и скачивание файла в созданном запросах",""
"failed","Thu Nov 18 16:11:15 MSK 2021","Thu Nov 18 16:11:36 MSK 2021","21108","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через Мегафон","Проверка открытия страницы пополнения через Мегафон",""
"failed","Thu Nov 18 16:12:21 MSK 2021","Thu Nov 18 16:12:43 MSK 2021","22062","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через TELE2","Проверка открытия страницы пополнения через TELE2",""
"passed","Thu Nov 18 16:06:01 MSK 2021","Thu Nov 18 16:06:25 MSK 2021","24135","","Проверка БС, min/max","","Проверка БС, min/max","Проверка Фрибета и БП","Проверка Фрибета и БП",""
"passed","Thu Nov 18 16:01:34 MSK 2021","Thu Nov 18 16:01:48 MSK 2021","13498","","Проверка авторизации","","Проверка авторизации","Тест на слишком частый ввод пароля неправильный","Тест на слишком частый ввод пароля неправильный",""
