"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Проверка фильтра в горизонтальном положении на выбор события","Проверка фильтра в горизонтальном положении на выбор события",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка ввода промокода Бонусы","Проверка ввода промокода Бонусы",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка для неидентифицированного клиента","Проверка для неидентифицированного клиента",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка на продажу","Проверка на продажу",""
"skipped","Tue Oct 05 15:12:57 MSK 2021","Tue Oct 05 15:12:57 MSK 2021","1","","Проверка настроек сайта","","Проверка настроек сайта","Проверка приема без подтверждения","Проверка приема без подтверждения",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Запросы на выплату","","Запросы на выплату","Проверка табов","Проверка табов",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка скрытия баланса","Проверка скрытия баланса",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Провекра гридов с соревнованиями в линии/лайве","","Провекра гридов с соревнованиями в линии/лайве","Проверка соответсвтия ставки в гриде и ставки в купоне","Проверка соответсвтия ставки в гриде и ставки в купоне",""
"passed","Tue Oct 05 15:11:50 MSK 2021","Tue Oct 05 15:12:04 MSK 2021","13493","","Проверка авторизации","","Проверка авторизации","Проверка протушей  сессии","Проверка протушей  сессии",""
"passed","Tue Oct 05 15:11:35 MSK 2021","Tue Oct 05 15:11:42 MSK 2021","7303","","Проверка авторизации","","Проверка авторизации","Проверка работы плейсхолдера всех трех типов авторизации(номер счета, номер телефона, почта)","Проверка работы плейсхолдера всех трех типов авторизации(номер счета, номер телефона, почта)",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Провекра гридов с соревнованиями в линии/лайве","","Провекра гридов с соревнованиями в линии/лайве","Проверка разворачивания доп пари и доч событий","Проверка разворачивания доп пари и доч событий",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","0","","Проверка ленты без авторизации","","Проверка ленты без авторизации","Проверка появления окна авторизации на пари без авторизации","Проверка появления окна авторизации на пари без авторизации",""
"skipped","Tue Oct 05 15:12:57 MSK 2021","Tue Oct 05 15:12:57 MSK 2021","1","","Проверка настроек сайта","","Проверка настроек сайта","Проверка настроек Диалоги","Проверка настроек Диалоги",""
"passed","Tue Oct 05 15:12:37 MSK 2021","Tue Oct 05 15:12:48 MSK 2021","11205","","Проверка авторизации","","Проверка авторизации","Тест на слишком частый ввод пароля неправильный","Тест на слишком частый ввод пароля неправильный",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Лайв трансляции и eventView","","Лайв трансляции и eventView","Функционал EventView в Лайв событиях","Функционал EventView в Лайв событиях",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка работы всего функицонала во вкладке ""Результат""","","Проверка работы всего функицонала во вкладке ""Результат""","Проверка чекбокса Только текущие","Проверка чекбокса Только текущие",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка платежного фрейма Альфа Клик","Проверка платежного фрейма Альфа Клик",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка баннеров акций","Проверка баннеров акций",""
"skipped","Tue Oct 05 15:12:57 MSK 2021","Tue Oct 05 15:12:57 MSK 2021","2","","Проверка настроек сайта","","Проверка настроек сайта","Проверка настроек Продажа пари","Проверка настроек Продажа пари",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Выплата на телефон","Выплата на телефон",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Сравнение фильтра времени у конкретного спорта в горизонтальном и вертикальном ","Сравнение фильтра времени у конкретного спорта в горизонтальном и вертикальном ",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка ленты без авторизации","","Проверка ленты без авторизации","Проверка истории ставок у нового пользователя","Проверка истории ставок у нового пользователя",""
"skipped","Tue Oct 05 15:12:57 MSK 2021","Tue Oct 05 15:12:57 MSK 2021","2","","Проверка настроек сайта","","Проверка настроек сайта","Проверка всего функционала из модуля ""Вид"" в настройках сайта","Проверка всего функционала из модуля ""Вид"" в настройках сайта",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Тесты на личный кабинет","","Тесты на личный кабинет","Тестовый сценарий лимитов на депозиты","Тестовый сценарий лимитов на депозиты",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","3","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по input + textarea +file","Проверка запроса по input + textarea +file",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Выплата на карту","Выплата на карту",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка Самоограничений","Проверка Самоограничений",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка любимой ставки и подстановки старой","Проверка любимой ставки и подстановки старой",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка пополнения по телефону","Проверка пополнения по телефону",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","3","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по 3*input + textarea + data","Проверка запроса по 3*input + textarea + data",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","3","","Провекра гридов с соревнованиями в линии/лайве","","Провекра гридов с соревнованиями в линии/лайве","Проверка шапки чемпионата","Проверка шапки чемпионата",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка Восстановления пароля","","Проверка Восстановления пароля","Восстановление пароля по тестовому сценарию через email","Восстановление пароля по тестовому сценарию через email",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","2","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по textarea + file","Проверка запроса по textarea + file",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка ленты без авторизации","","Проверка ленты без авторизации","Проверка сохранения купона, набранного до авторизации","Проверка сохранения купона, набранного до авторизации",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","2","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка работы вкладки История в Личном кабинете пользователя","Проверка работы вкладки История в Личном кабинете пользователя",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка фильтров бонусов","Проверка фильтров бонусов",""
"passed","Tue Oct 05 15:12:04 MSK 2021","Tue Oct 05 15:12:12 MSK 2021","8283","","Проверка авторизации","","Проверка авторизации","Авторизация клиента по phoneNumber","Авторизация клиента по phoneNumber",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка избранного в депозитах","Проверка избранного в депозитах",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка Системы и калькулятора","Проверка Системы и калькулятора",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","2","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка работы вкладки Операции в Личном кабинете пользователя","Проверка работы вкладки Операции в Личном кабинете пользователя",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка работы всего функицонала во вкладке ""Результат""","","Проверка работы всего функицонала во вкладке ""Результат""","Проверка поиска в результатах","Проверка поиска в результатах",""
"passed","Tue Oct 05 15:12:20 MSK 2021","Tue Oct 05 15:12:29 MSK 2021","8403","","Проверка авторизации","","Проверка авторизации","Авторизация клиента с самоисключением навсегда","Авторизация клиента с самоисключением навсегда",""
"skipped","Tue Oct 05 15:12:57 MSK 2021","Tue Oct 05 15:12:57 MSK 2021","1","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Прикрепление и скачивание файла в созданном запросах","Прикрепление и скачивание файла в созданном запросах",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Тесты на функциии из области шапки сайта","","Тесты на функциии из области шапки сайта","Проверка открытия всех вкладок","Проверка открытия всех вкладок",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка БС, min/max","","Проверка БС, min/max","Проверка Фрибета и БП","Проверка Фрибета и БП",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","2","","Проверка авторизации","","Проверка авторизации","Открытие формы Регистрации из формы авторизации","Открытие формы Регистрации из формы авторизации",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","0","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка ввода суммы больше чем баланс счета","Проверка ввода суммы больше чем баланс счета",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка продажи и ее настройки","Проверка продажи и ее настройки",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","0","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка настроек в вкладке История","Проверка настроек в вкладке История",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","2","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Выплата на Яндекс деньги","Выплата на Яндекс деньги",""
"passed","Tue Oct 05 15:11:42 MSK 2021","Tue Oct 05 15:11:50 MSK 2021","8152","","Проверка авторизации","","Проверка авторизации","Авторизация клиента по clinetId","Авторизация клиента по clinetId",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Горизонтальное положение, проверка свитчера и компактный режим ","Горизонтальное положение, проверка свитчера и компактный режим ",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Проверка фильтра времени в меню событий","Проверка фильтра времени в меню событий",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","2","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка платежного фрейма Яндекс","Проверка платежного фрейма Яндекс",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Тест фильтра в вертикальном положении","Тест фильтра в вертикальном положении",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Тесты на производительность","","Тесты на производительность","Нагрузка процессора 2","Нагрузка процессора 2",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Проверка разворачивания/сворачивания всех дочерних событий и доп. пари","Проверка разворачивания/сворачивания всех дочерних событий и доп. пари",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","0","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка подстановки суммы предыдущей ставки","Проверка подстановки суммы предыдущей ставки",""
"skipped","Tue Oct 05 15:12:57 MSK 2021","Tue Oct 05 15:12:57 MSK 2021","2","","Проверка настроек сайта","","Проверка настроек сайта","Проверка всего функционала из модуля ""Вид"" в настройках сайта для  неавторизованного пользователя","Проверка всего функционала из модуля ""Вид"" в настройках сайта для  неавторизованного пользователя",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка Восстановления пароля","","Проверка Восстановления пароля","Восстановление пароля по тестовому сценарию через номер телефона","Восстановление пароля по тестовому сценарию через номер телефона",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","2","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по dropdown + input + textarea + file","Проверка запроса по dropdown + input + textarea + file",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","2","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка Самоисключений","Проверка Самоисключений",""
"skipped","Tue Oct 05 15:12:57 MSK 2021","Tue Oct 05 15:12:57 MSK 2021","2","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка фильтров","Проверка фильтров",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка платежного фрейма карты банка","Проверка платежного фрейма карты банка",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка смены почты через реальную почту","Проверка смены почты через реальную почту",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","3","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка платежного фрейма СбербанкОнлайн","Проверка платежного фрейма СбербанкОнлайн",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Запросы на выплату","","Запросы на выплату","Проверка карточки заявки","Проверка карточки заявки",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка БС, min/max","","Проверка БС, min/max","Проверка Максимальной суммы ставки","Проверка Максимальной суммы ставки",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","2","","Тесты на главной странице","","Тесты на главной странице","Ставки из Ставки дня","Ставки из Ставки дня",""
"passed","Tue Oct 05 15:12:29 MSK 2021","Tue Oct 05 15:12:37 MSK 2021","8336","","Проверка авторизации","","Проверка авторизации","Авторизация клиента с неправильный паролем","Авторизация клиента с неправильный паролем",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка смены языка","Проверка смены языка",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка избранного в выплатах","Проверка избранного в выплатах",""
"skipped","Tue Oct 05 15:12:57 MSK 2021","Tue Oct 05 15:12:57 MSK 2021","4","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по  textarea + data","Проверка запроса по  textarea + data",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка БС, min/max","","Проверка БС, min/max","Проверка Минимальной суммы ставки","Проверка Минимальной суммы ставки",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Лайв трансляции и eventView","","Лайв трансляции и eventView","Проверка кол-ва трансляций в фильтре трансляций","Проверка кол-ва трансляций в фильтре трансляций",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","0","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка клонирования и закрытия","Проверка клонирования и закрытия",""
"passed","Tue Oct 05 15:12:12 MSK 2021","Tue Oct 05 15:12:20 MSK 2021","8253","","Проверка авторизации","","Проверка авторизации","Авторизация клиента по email","Авторизация клиента по email",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка суммы бонусов","Проверка суммы бонусов",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка авторизации","","Проверка авторизации","Добавляю аккаунт в Акцию серия побед, ставлю ставку, продаю","Добавляю аккаунт в Акцию серия побед, ставлю ставку, продаю",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка быстрой ставки","Проверка быстрой ставки",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка работы всего функицонала во вкладке ""Результат""","","Проверка работы всего функицонала во вкладке ""Результат""","Проверка сортировки по номеру","Проверка сортировки по номеру",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка открытия всех вкладок меню","Проверка открытия всех вкладок меню",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка свитчеров","Проверка свитчеров",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Тесты на производительность","","Тесты на производительность","Потребление памяти","Потребление памяти",""
"skipped","Tue Oct 05 15:12:56 MSK 2021","Tue Oct 05 15:12:56 MSK 2021","1","","Проверка БС, min/max","","Проверка БС, min/max","Проверка Фрибета/Бп с нулевым балансом клиента","Проверка Фрибета/Бп с нулевым балансом клиента",""
"skipped","Tue Oct 05 15:12:57 MSK 2021","Tue Oct 05 15:12:57 MSK 2021","2","","Проверка настроек сайта","","Проверка настроек сайта","Проверка любимой ставки","Проверка любимой ставки",""
