"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Лайв трансляции и eventView","","Лайв трансляции и eventView","Проверка кол-ва трансляций в фильтре трансляций","Проверка кол-ва трансляций в фильтре трансляций",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","2","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка платежного фрейма карты банка","Проверка платежного фрейма карты банка",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Тест фильтра в вертикальном положении","Тест фильтра в вертикальном положении",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","2","","Проверка настроек сайта","","Проверка настроек сайта","Проверка всего функционала из модуля ""Вид"" в настройках сайта для  неавторизованного пользователя","Проверка всего функционала из модуля ""Вид"" в настройках сайта для  неавторизованного пользователя",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","2","","Лайв трансляции и eventView","","Лайв трансляции и eventView","Проверка отображения всех видов трансляций лайф событий ","Проверка отображения всех видов трансляций лайф событий ",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","2","","Проверка настроек сайта","","Проверка настроек сайта","Проверка быстрого пари","Проверка быстрого пари",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Горизонтальное положение, проверка свитчера и компактный режим ","Горизонтальное положение, проверка свитчера и компактный режим ",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка работы процесса изменения номера телефона по тестовому сценарию","Проверка работы процесса изменения номера телефона по тестовому сценарию",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Запросы на выплату","","Запросы на выплату","Проверка табов","Проверка табов",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Проверка Восстановления пароля","","Проверка Восстановления пароля","Восстановление пароля по тестовому сценарию через email","Восстановление пароля по тестовому сценарию через email",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты на главной странице","","Тесты на главной странице","Ставки из приоритетных событий линии/лайва с главной страницы","Ставки из приоритетных событий линии/лайва с главной страницы",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","3","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по input + textarea + data","Проверка запроса по input + textarea + data",""
"passed","Tue Oct 05 15:08:54 MSK 2021","Tue Oct 05 15:09:02 MSK 2021","8189","","Проверка авторизации","","Проверка авторизации","Авторизация клиента по email","Авторизация клиента по email",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка Самоограничений","Проверка Самоограничений",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка баннеров акций","Проверка баннеров акций",""
"passed","Tue Oct 05 15:09:31 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","8161","","Проверка авторизации","","Проверка авторизации","Клиент с  опцией ""Авторизация запрещена","Клиент с  опцией ""Авторизация запрещена",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Проверка настроек сайта","","Проверка настроек сайта","Проверка настроек Диалоги","Проверка настроек Диалоги",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка на продажу","Проверка на продажу",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","2","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по input + textarea +file","Проверка запроса по input + textarea +file",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","3","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка работы вкладки Операции в Личном кабинете пользователя","Проверка работы вкладки Операции в Личном кабинете пользователя",""
"passed","Tue Oct 05 15:08:46 MSK 2021","Tue Oct 05 15:08:54 MSK 2021","8164","","Проверка авторизации","","Проверка авторизации","Авторизация клиента по phoneNumber","Авторизация клиента по phoneNumber",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка ввода суммы больше чем баланс счета","Проверка ввода суммы больше чем баланс счета",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","2","","Проверка работы всего функицонала во вкладке ""Результат""","","Проверка работы всего функицонала во вкладке ""Результат""","Проверка поиска в результатах","Проверка поиска в результатах",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","2","","Тесты на производительность","","Тесты на производительность","Нагрузка процессора 3","Нагрузка процессора 3",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Проверка фильтра в горизонтальном положении на выбор события","Проверка фильтра в горизонтальном положении на выбор события",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","2","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Прикрепление и скачивание файла в созданном запросах","Прикрепление и скачивание файла в созданном запросах",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","2","","Проверка настроек сайта","","Проверка настроек сайта","Проверка всего функционала из модуля ""Вид"" в настройках сайта","Проверка всего функционала из модуля ""Вид"" в настройках сайта",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Провекра гридов с соревнованиями в линии/лайве","","Провекра гридов с соревнованиями в линии/лайве","Проверка разворачивания доп пари и доч событий","Проверка разворачивания доп пари и доч событий",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Выплата на карту","Выплата на карту",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","2","","Проверка авторизации","","Проверка авторизации","Добавляю аккаунт в Акцию серия побед, ставлю ставку, продаю","Добавляю аккаунт в Акцию серия побед, ставлю ставку, продаю",""
"passed","Tue Oct 05 15:08:25 MSK 2021","Tue Oct 05 15:08:33 MSK 2021","8221","","Проверка авторизации","","Проверка авторизации","Авторизация клиента по clinetId","Авторизация клиента по clinetId",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Проверка авторизации","","Проверка авторизации","Открытие формы Регистрации из формы авторизации","Открытие формы Регистрации из формы авторизации",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по dropdown + input + textarea + file","Проверка запроса по dropdown + input + textarea + file",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","2","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Выплата на телефон","Выплата на телефон",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","2","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по  textarea + data","Проверка запроса по  textarea + data",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка платежного фрейма Альфа Клик","Проверка платежного фрейма Альфа Клик",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","0","","Проверка авторизации","","Проверка авторизации","Открытие формы Забыли пароль из формы авторизации","Открытие формы Забыли пароль из формы авторизации",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Проверка Восстановления пароля","","Проверка Восстановления пароля","Восстановление пароля по тестовому сценарию через номер телефона","Восстановление пароля по тестовому сценарию через номер телефона",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка ввода промокода Бонусы","Проверка ввода промокода Бонусы",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты на производительность","","Тесты на производительность","Нагрузка процессора 2","Нагрузка процессора 2",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","2","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка сворачивания ставки из ленты купонов","Проверка сворачивания ставки из ленты купонов",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Проверка ""Суперэкспресс""","","Проверка ""Суперэкспресс""","Проверка всего функционала во вкладке ""Суперэкспресс""","Проверка всего функционала во вкладке ""Суперэкспресс""",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка суммы бонусов","Проверка суммы бонусов",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка сортировки по времени","Проверка сортировки по времени",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Проверка ""Суперэкспресс""","","Проверка ""Суперэкспресс""","Проверка пакетной ставки во вкладке ""Суперэкспресс""","Проверка пакетной ставки во вкладке ""Суперэкспресс""",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","0","","Проверка ленты без авторизации","","Проверка ленты без авторизации","Проверка появления окна авторизации на пари без авторизации","Проверка появления окна авторизации на пари без авторизации",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","4","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка смены пароля","Проверка смены пароля",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка смены почты через реальную почту","Проверка смены почты через реальную почту",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","0","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка для неидентифицированного клиента","Проверка для неидентифицированного клиента",""
"passed","Tue Oct 05 15:09:02 MSK 2021","Tue Oct 05 15:09:11 MSK 2021","8149","","Проверка авторизации","","Проверка авторизации","Авторизация клиента с самоисключением навсегда","Авторизация клиента с самоисключением навсегда",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","0","","Проверка БС, min/max","","Проверка БС, min/max","Проверка Максимальной суммы ставки","Проверка Максимальной суммы ставки",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","2","","Проверка настроек сайта","","Проверка настроек сайта","Проверка приема без подтверждения","Проверка приема без подтверждения",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","0","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Популярные события","Популярные события",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка открытия всех вкладок меню","Проверка открытия всех вкладок меню",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка Системы и калькулятора","Проверка Системы и калькулятора",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","2","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка платежного фрейма СбербанкОнлайн","Проверка платежного фрейма СбербанкОнлайн",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка продажи и ее настройки","Проверка продажи и ее настройки",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","2","","Проверка настроек сайта","","Проверка настроек сайта","Проверка настроек Продажа пари","Проверка настроек Продажа пари",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Проверка ленты без авторизации","","Проверка ленты без авторизации","Проверка истории ставок у нового пользователя","Проверка истории ставок у нового пользователя",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка фильтров бонусов","Проверка фильтров бонусов",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Провекра гридов с соревнованиями в линии/лайве","","Провекра гридов с соревнованиями в линии/лайве","Проверка соответсвтия ставки в гриде и ставки в купоне","Проверка соответсвтия ставки в гриде и ставки в купоне",""
"passed","Tue Oct 05 15:08:15 MSK 2021","Tue Oct 05 15:08:25 MSK 2021","10097","","Проверка авторизации","","Проверка авторизации","Проверка работы плейсхолдера всех трех типов авторизации(номер счета, номер телефона, почта)","Проверка работы плейсхолдера всех трех типов авторизации(номер счета, номер телефона, почта)",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Проверка фильтра времени в меню событий","Проверка фильтра времени в меню событий",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка переоткрытия заявки","Проверка переоткрытия заявки",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка свитчеров","Проверка свитчеров",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты на личный кабинет","","Тесты на личный кабинет","Тестовый сценарий лимитов на депозиты","Тестовый сценарий лимитов на депозиты",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","2","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка  включения расссылок и уведомлений","Проверка  включения расссылок и уведомлений",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка Самоисключений","Проверка Самоисключений",""
"passed","Tue Oct 05 15:09:11 MSK 2021","Tue Oct 05 15:09:19 MSK 2021","8160","","Проверка авторизации","","Проверка авторизации","Авторизация клиента с неправильный паролем","Авторизация клиента с неправильный паролем",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка быстрой ставки","Проверка быстрой ставки",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Проверка работы всего функицонала во вкладке ""Результат""","","Проверка работы всего функицонала во вкладке ""Результат""","Проверка чекбокса Только текущие","Проверка чекбокса Только текущие",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","2","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка избранного в депозитах","Проверка избранного в депозитах",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Провекра гридов с соревнованиями в линии/лайве","","Провекра гридов с соревнованиями в линии/лайве","Проверка шапки чемпионата","Проверка шапки чемпионата",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты на производительность","","Тесты на производительность","Нагрузка процессора","Нагрузка процессора",""
"skipped","Tue Oct 05 15:09:39 MSK 2021","Tue Oct 05 15:09:39 MSK 2021","1","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Сравнение фильтра времени у конкретного спорта в горизонтальном и вертикальном ","Сравнение фильтра времени у конкретного спорта в горизонтальном и вертикальном ",""
