"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Nov 18 18:01:36 MSK 2021","Thu Nov 18 18:01:36 MSK 2021","25","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по input + textarea +file","Проверка запроса по input + textarea +file",""
"passed","Thu Nov 18 17:47:11 MSK 2021","Thu Nov 18 17:47:32 MSK 2021","21530","","Проверка БС, min/max","","Проверка БС, min/max","Проверка Фрибета и БП","Проверка Фрибета и БП",""
"skipped","Thu Nov 18 18:01:36 MSK 2021","Thu Nov 18 18:01:36 MSK 2021","23","","Проверка настроек сайта","","Проверка настроек сайта","Проверка приема без подтверждения","Проверка приема без подтверждения",""
"passed","Thu Nov 18 17:42:28 MSK 2021","Thu Nov 18 17:42:37 MSK 2021","9307","","Проверка авторизации","","Проверка авторизации","Авторизация клиента с неправильный паролем","Авторизация клиента с неправильный паролем",""
"passed","Thu Nov 18 17:43:47 MSK 2021","Thu Nov 18 17:44:00 MSK 2021","13454","","Проверка ленты без авторизации","","Проверка ленты без авторизации","Проверка появления окна авторизации на пари без авторизации","Проверка появления окна авторизации на пари без авторизации",""
"skipped","Thu Nov 18 18:01:36 MSK 2021","Thu Nov 18 18:01:36 MSK 2021","23","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по 3*input + textarea + data","Проверка запроса по 3*input + textarea + data",""
"passed","Thu Nov 18 17:45:06 MSK 2021","Thu Nov 18 17:45:21 MSK 2021","15156","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка сворачивания ставки из ленты купонов","Проверка сворачивания ставки из ленты купонов",""
"skipped","Thu Nov 18 18:00:44 MSK 2021","Thu Nov 18 18:00:44 MSK 2021","25","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка смены пароля","Проверка смены пароля",""
"passed","Thu Nov 18 17:55:01 MSK 2021","Thu Nov 18 17:55:13 MSK 2021","12352","","Провекра гридов с соревнованиями в линии/лайве","","Провекра гридов с соревнованиями в линии/лайве","Проверка разворачивания доп пари и доч событий","Проверка разворачивания доп пари и доч событий",""
"failed","Thu Nov 18 18:00:56 MSK 2021","Thu Nov 18 18:01:08 MSK 2021","11716","","Проверка работы всего функицонала во вкладке ""Результат""","","Проверка работы всего функицонала во вкладке ""Результат""","Проверка сортировки по номеру","Проверка сортировки по номеру",""
"passed","Thu Nov 18 17:51:58 MSK 2021","Thu Nov 18 17:52:11 MSK 2021","13280","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через Мегафон","Проверка открытия страницы пополнения через Мегафон",""
"failed","Thu Nov 18 17:53:19 MSK 2021","Thu Nov 18 17:53:43 MSK 2021","23849","","Запросы на выплату","","Запросы на выплату","Проверка карточки заявки","Проверка карточки заявки",""
"skipped","Thu Nov 18 18:01:36 MSK 2021","Thu Nov 18 18:01:36 MSK 2021","27","","Проверка настроек сайта","","Проверка настроек сайта","Проверка настроек Продажа пари","Проверка настроек Продажа пари",""
"passed","Thu Nov 18 17:52:11 MSK 2021","Thu Nov 18 17:52:24 MSK 2021","12998","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через Билайн","Проверка открытия страницы пополнения через Билайн",""
"passed","Thu Nov 18 17:57:13 MSK 2021","Thu Nov 18 17:57:26 MSK 2021","13081","","Тесты на главной странице","","Тесты на главной странице","Проверка приветственного слайдера","Проверка приветственного слайдера",""
"passed","Thu Nov 18 17:54:04 MSK 2021","Thu Nov 18 17:54:14 MSK 2021","9908","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Тест фильтра в вертикальном положении","Тест фильтра в вертикальном положении",""
"skipped","Thu Nov 18 18:01:36 MSK 2021","Thu Nov 18 18:01:36 MSK 2021","19","","Проверка настроек сайта","","Проверка настроек сайта","Проверка всего функционала из модуля ""Вид"" в настройках сайта для  неавторизованного пользователя","Проверка всего функционала из модуля ""Вид"" в настройках сайта для  неавторизованного пользователя",""
"failed","Thu Nov 18 18:01:24 MSK 2021","Thu Nov 18 18:01:36 MSK 2021","11955","","Проверка работы всего функицонала во вкладке ""Результат""","","Проверка работы всего функицонала во вкладке ""Результат""","Проверка поиска в результатах","Проверка поиска в результатах",""
"failed","Thu Nov 18 17:59:10 MSK 2021","Thu Nov 18 17:59:37 MSK 2021","26997","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка суммы бонусов","Проверка суммы бонусов",""
"skipped","Thu Nov 18 17:58:46 MSK 2021","Thu Nov 18 17:58:46 MSK 2021","17","","Тесты на производительность","","Тесты на производительность","Нагрузка процессора","Нагрузка процессора",""
"passed","Thu Nov 18 17:44:47 MSK 2021","Thu Nov 18 17:44:55 MSK 2021","8479","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка ввода суммы больше чем баланс счета","Проверка ввода суммы больше чем баланс счета",""
"passed","Thu Nov 18 17:45:51 MSK 2021","Thu Nov 18 17:46:14 MSK 2021","23081","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка клонирования и закрытия","Проверка клонирования и закрытия",""
"passed","Thu Nov 18 17:43:07 MSK 2021","Thu Nov 18 17:43:15 MSK 2021","8312","","Проверка авторизации","","Проверка авторизации","Открытие формы Забыли пароль из формы авторизации","Открытие формы Забыли пароль из формы авторизации",""
"passed","Thu Nov 18 17:41:44 MSK 2021","Thu Nov 18 17:41:59 MSK 2021","15228","","Проверка авторизации","","Проверка авторизации","Проверка протушей  сессии","Проверка протушей  сессии",""
"skipped","Thu Nov 18 17:58:46 MSK 2021","Thu Nov 18 17:58:46 MSK 2021","18","","Проверка Восстановления пароля","","Проверка Восстановления пароля","Восстановление пароля по тестовому сценарию через email","Восстановление пароля по тестовому сценарию через email",""
"failed","Thu Nov 18 17:58:46 MSK 2021","Thu Nov 18 17:59:10 MSK 2021","24309","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка ввода промокода Бонусы","Проверка ввода промокода Бонусы",""
"skipped","Thu Nov 18 18:00:43 MSK 2021","Thu Nov 18 18:00:43 MSK 2021","26","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка смены почты через реальную почту","Проверка смены почты через реальную почту",""
"passed","Thu Nov 18 17:42:09 MSK 2021","Thu Nov 18 17:42:18 MSK 2021","9343","","Проверка авторизации","","Проверка авторизации","Авторизация клиента по email","Авторизация клиента по email",""
"passed","Thu Nov 18 17:42:58 MSK 2021","Thu Nov 18 17:43:07 MSK 2021","8341","","Проверка авторизации","","Проверка авторизации","Открытие формы Регистрации из формы авторизации","Открытие формы Регистрации из формы авторизации",""
"skipped","Thu Nov 18 17:58:46 MSK 2021","Thu Nov 18 17:58:46 MSK 2021","22","","Тесты на производительность","","Тесты на производительность","Потребление памяти","Потребление памяти",""
"skipped","Thu Nov 18 18:01:36 MSK 2021","Thu Nov 18 18:01:36 MSK 2021","23","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по textarea + file","Проверка запроса по textarea + file",""
"passed","Thu Nov 18 17:44:55 MSK 2021","Thu Nov 18 17:45:06 MSK 2021","10857","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка настроек в вкладке История","Проверка настроек в вкладке История",""
"skipped","Thu Nov 18 18:00:44 MSK 2021","Thu Nov 18 18:00:44 MSK 2021","84","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка Самоисключений","Проверка Самоисключений",""
"passed","Thu Nov 18 17:49:31 MSK 2021","Thu Nov 18 17:49:52 MSK 2021","21077","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка избранного в выплатах","Проверка избранного в выплатах",""
"passed","Thu Nov 18 17:44:12 MSK 2021","Thu Nov 18 17:44:22 MSK 2021","9665","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка быстрой ставки","Проверка быстрой ставки",""
"failed","Thu Nov 18 17:50:45 MSK 2021","Thu Nov 18 17:51:10 MSK 2021","24872","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы  пополнения кошелек ЦУПИС","Проверка открытия страницы  пополнения кошелек ЦУПИС",""
"passed","Thu Nov 18 17:41:59 MSK 2021","Thu Nov 18 17:42:09 MSK 2021","9583","","Проверка авторизации","","Проверка авторизации","Авторизация клиента по phoneNumber","Авторизация клиента по phoneNumber",""
"skipped","Thu Nov 18 18:01:36 MSK 2021","Thu Nov 18 18:01:36 MSK 2021","18","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по dropdown + input + textarea + file","Проверка запроса по dropdown + input + textarea + file",""
"passed","Thu Nov 18 17:51:30 MSK 2021","Thu Nov 18 17:51:44 MSK 2021","13835","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через Qiwi","Проверка открытия страницы пополнения через Qiwi",""
"failed","Thu Nov 18 17:51:10 MSK 2021","Thu Nov 18 17:51:30 MSK 2021","20036","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через ЮMoney","Проверка открытия страницы пополнения через ЮMoney",""
"skipped","Thu Nov 18 18:00:43 MSK 2021","Thu Nov 18 18:00:43 MSK 2021","28","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка открытия всех вкладок меню","Проверка открытия всех вкладок меню",""
"failed","Thu Nov 18 18:01:08 MSK 2021","Thu Nov 18 18:01:24 MSK 2021","15945","","Проверка работы всего функицонала во вкладке ""Результат""","","Проверка работы всего функицонала во вкладке ""Результат""","Проверка чекбокса Только текущие","Проверка чекбокса Только текущие",""
"skipped","Thu Nov 18 17:58:46 MSK 2021","Thu Nov 18 17:58:46 MSK 2021","12","","Проверка Восстановления пароля","","Проверка Восстановления пароля","Восстановление пароля по тестовому сценарию через номер телефона","Восстановление пароля по тестовому сценарию через номер телефона",""
"passed","Thu Nov 18 17:52:24 MSK 2021","Thu Nov 18 17:52:37 MSK 2021","13486","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через МТС","Проверка открытия страницы пополнения через МТС",""
"skipped","Thu Nov 18 18:00:43 MSK 2021","Thu Nov 18 18:00:43 MSK 2021","42","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка работы вкладки История в Личном кабинете пользователя","Проверка работы вкладки История в Личном кабинете пользователя",""
"passed","Thu Nov 18 17:46:24 MSK 2021","Thu Nov 18 17:46:46 MSK 2021","22542","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка Системы и калькулятора","Проверка Системы и калькулятора",""
"skipped","Thu Nov 18 18:01:36 MSK 2021","Thu Nov 18 18:01:36 MSK 2021","33","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по input + textarea + data","Проверка запроса по input + textarea + data",""
"passed","Thu Nov 18 17:57:26 MSK 2021","Thu Nov 18 17:57:52 MSK 2021","26311","","Лайв трансляции и eventView","","Лайв трансляции и eventView","Проверка отображения всех видов трансляций лайф событий ","Проверка отображения всех видов трансляций лайф событий ",""
"passed","Thu Nov 18 17:55:28 MSK 2021","Thu Nov 18 17:55:49 MSK 2021","20705","","Тесты на функциии из области шапки сайта","","Тесты на функциии из области шапки сайта","Проверка открытия всех вкладок","Проверка открытия всех вкладок",""
"skipped","Thu Nov 18 18:01:36 MSK 2021","Thu Nov 18 18:01:36 MSK 2021","24","","Проверка настроек сайта","","Проверка настроек сайта","Проверка настроек Диалоги","Проверка настроек Диалоги",""
"passed","Thu Nov 18 17:42:49 MSK 2021","Thu Nov 18 17:42:58 MSK 2021","9866","","Проверка авторизации","","Проверка авторизации","Клиент с  опцией ""Авторизация запрещена","Клиент с  опцией ""Авторизация запрещена",""
"failed","Thu Nov 18 17:52:51 MSK 2021","Thu Nov 18 17:53:08 MSK 2021","16595","","Запросы на выплату","","Запросы на выплату","Проверка табов","Проверка табов",""
"failed","Thu Nov 18 17:57:52 MSK 2021","Thu Nov 18 17:58:23 MSK 2021","31316","","Лайв трансляции и eventView","","Лайв трансляции и eventView","Функционал EventView в Лайв событиях","Функционал EventView в Лайв событиях",""
"passed","Thu Nov 18 17:46:14 MSK 2021","Thu Nov 18 17:46:24 MSK 2021","9323","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка продажи и ее настройки","Проверка продажи и ее настройки",""
"passed","Thu Nov 18 17:58:23 MSK 2021","Thu Nov 18 17:58:46 MSK 2021","22422","","Лайв трансляции и eventView","","Лайв трансляции и eventView","Проверка кол-ва трансляций в фильтре трансляций","Проверка кол-ва трансляций в фильтре трансляций",""
"passed","Thu Nov 18 17:43:15 MSK 2021","Thu Nov 18 17:43:47 MSK 2021","31730","","Проверка ленты без авторизации","","Проверка ленты без авторизации","Проверка сохранения купона, набранного до авторизации","Проверка сохранения купона, набранного до авторизации",""
"failed","Thu Nov 18 17:47:32 MSK 2021","Thu Nov 18 17:47:53 MSK 2021","20493","","Проверка БС, min/max","","Проверка БС, min/max","Проверка Фрибета/Бп с нулевым балансом клиента","Проверка Фрибета/Бп с нулевым балансом клиента",""
"skipped","Thu Nov 18 18:00:43 MSK 2021","Thu Nov 18 18:00:43 MSK 2021","74","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка скрытия баланса","Проверка скрытия баланса",""
"skipped","Thu Nov 18 18:01:36 MSK 2021","Thu Nov 18 18:01:36 MSK 2021","30","","Проверка настроек сайта","","Проверка настроек сайта","Проверка быстрого пари","Проверка быстрого пари",""
