"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jan 20 18:29:19 MSK 2022","Thu Jan 20 18:29:34 MSK 2022","15777","","Проверка работы всего функицонала во вкладке ""Результат""","","Проверка работы всего функицонала во вкладке ""Результат""","Проверка сортировки по времени","Проверка сортировки по времени",""
"passed","Thu Jan 20 18:20:27 MSK 2022","Thu Jan 20 18:20:42 MSK 2022","14779","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через ЮMoney","Проверка открытия страницы пополнения через ЮMoney",""
"passed","Thu Jan 20 18:19:48 MSK 2022","Thu Jan 20 18:20:03 MSK 2022","14433","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения карты банка","Проверка открытия страницы пополнения карты банка",""
"failed","Thu Jan 20 18:24:23 MSK 2022","Thu Jan 20 18:24:40 MSK 2022","17567","","Провекра гридов с соревнованиями в линии/лайве","","Провекра гридов с соревнованиями в линии/лайве","Проверка разворачивания доп пари и доч событий","Проверка разворачивания доп пари и доч событий",""
"skipped","Thu Jan 20 18:28:04 MSK 2022","Thu Jan 20 18:28:04 MSK 2022","19","","Тесты на производительность","","Тесты на производительность","Нагрузка процессора 2","Нагрузка процессора 2",""
"passed","Thu Jan 20 18:28:04 MSK 2022","Thu Jan 20 18:28:18 MSK 2022","14094","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка ввода промокода Бонусы","Проверка ввода промокода Бонусы",""
"passed","Thu Jan 20 18:19:31 MSK 2022","Thu Jan 20 18:19:48 MSK 2022","17008","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка суммы на граничные значения","Проверка суммы на граничные значения",""
"failed","Thu Jan 20 18:21:31 MSK 2022","Thu Jan 20 18:21:52 MSK 2022","20440","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через Билайн","Проверка открытия страницы пополнения через Билайн",""
"passed","Thu Jan 20 18:12:19 MSK 2022","Thu Jan 20 18:12:31 MSK 2022","11308","","Проверка авторизации","","Проверка авторизации","Тест на слишком частый ввод пароля неправильный","Тест на слишком частый ввод пароля неправильный",""
"skipped","Thu Jan 20 18:30:15 MSK 2022","Thu Jan 20 18:30:15 MSK 2022","15","","Проверка настроек сайта","","Проверка настроек сайта","Проверка приема без подтверждения","Проверка приема без подтверждения",""
"skipped","Thu Jan 20 18:30:15 MSK 2022","Thu Jan 20 18:30:15 MSK 2022","12","","Проверка настроек сайта","","Проверка настроек сайта","Проверка работы ставки пари с предыдущей ставки","Проверка работы ставки пари с предыдущей ставки",""
"skipped","Thu Jan 20 18:28:04 MSK 2022","Thu Jan 20 18:28:04 MSK 2022","16","","Тесты на производительность","","Тесты на производительность","Нагрузка процессора 3","Нагрузка процессора 3",""
"passed","Thu Jan 20 18:29:52 MSK 2022","Thu Jan 20 18:29:59 MSK 2022","7148","","Проверка работы всего функицонала во вкладке ""Результат""","","Проверка работы всего функицонала во вкладке ""Результат""","Проверка чекбокса Только текущие","Проверка чекбокса Только текущие",""
"skipped","Thu Jan 20 18:29:18 MSK 2022","Thu Jan 20 18:29:18 MSK 2022","13","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка смены почты через реальную почту","Проверка смены почты через реальную почту",""
"passed","Thu Jan 20 18:13:57 MSK 2022","Thu Jan 20 18:14:06 MSK 2022","8493","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка свитчеров","Проверка свитчеров",""
"passed","Thu Jan 20 18:18:56 MSK 2022","Thu Jan 20 18:19:18 MSK 2022","21486","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка избранного в выплатах","Проверка избранного в выплатах",""
"passed","Thu Jan 20 18:28:45 MSK 2022","Thu Jan 20 18:29:03 MSK 2022","18079","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка баннеров акций","Проверка баннеров акций",""
"skipped","Thu Jan 20 18:30:15 MSK 2022","Thu Jan 20 18:30:15 MSK 2022","24","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка фильтров","Проверка фильтров",""
"failed","Thu Jan 20 18:29:59 MSK 2022","Thu Jan 20 18:30:15 MSK 2022","15825","","Проверка работы всего функицонала во вкладке ""Результат""","","Проверка работы всего функицонала во вкладке ""Результат""","Проверка поиска в результатах","Проверка поиска в результатах",""
"passed","Thu Jan 20 18:20:42 MSK 2022","Thu Jan 20 18:20:59 MSK 2022","17013","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через Qiwi","Проверка открытия страницы пополнения через Qiwi",""
"skipped","Thu Jan 20 18:30:15 MSK 2022","Thu Jan 20 18:30:15 MSK 2022","17","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по textarea + file","Проверка запроса по textarea + file",""
"passed","Thu Jan 20 18:17:13 MSK 2022","Thu Jan 20 18:17:49 MSK 2022","36042","","Проверка БС, min/max","","Проверка БС, min/max","Проверка Минимальной суммы ставки","Проверка Минимальной суммы ставки",""
"skipped","Thu Jan 20 18:30:15 MSK 2022","Thu Jan 20 18:30:15 MSK 2022","25","","Проверка настроек сайта","","Проверка настроек сайта","Проверка всего функционала из модуля ""Вид"" в настройках сайта для  неавторизованного пользователя","Проверка всего функционала из модуля ""Вид"" в настройках сайта для  неавторизованного пользователя",""
"skipped","Thu Jan 20 18:30:15 MSK 2022","Thu Jan 20 18:30:15 MSK 2022","18","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по input + textarea +file","Проверка запроса по input + textarea +file",""
"passed","Thu Jan 20 18:16:25 MSK 2022","Thu Jan 20 18:16:47 MSK 2022","21620","","Проверка БС, min/max","","Проверка БС, min/max","Проверка Фрибета и БП","Проверка Фрибета и БП",""
"failed","Thu Jan 20 18:14:24 MSK 2022","Thu Jan 20 18:14:39 MSK 2022","14831","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка ввода суммы больше чем баланс счета","Проверка ввода суммы больше чем баланс счета",""
"skipped","Thu Jan 20 18:30:15 MSK 2022","Thu Jan 20 18:30:15 MSK 2022","27","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по input + textarea + data","Проверка запроса по input + textarea + data",""
"passed","Thu Jan 20 18:23:36 MSK 2022","Thu Jan 20 18:23:46 MSK 2022","9206","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Проверка разворачивания/сворачивания всех дочерних событий и доп. пари","Проверка разворачивания/сворачивания всех дочерних событий и доп. пари",""
"skipped","Thu Jan 20 18:30:15 MSK 2022","Thu Jan 20 18:30:15 MSK 2022","14","","Проверка настроек сайта","","Проверка настроек сайта","Проверка настроек Продажа пари","Проверка настроек Продажа пари",""
"passed","Thu Jan 20 18:15:24 MSK 2022","Thu Jan 20 18:15:35 MSK 2022","10784","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка клонирования и закрытия","Проверка клонирования и закрытия",""
"passed","Thu Jan 20 18:28:31 MSK 2022","Thu Jan 20 18:28:45 MSK 2022","13939","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка фильтров бонусов","Проверка фильтров бонусов",""
"passed","Thu Jan 20 18:16:02 MSK 2022","Thu Jan 20 18:16:25 MSK 2022","23285","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Популярные события","Популярные события",""
"passed","Thu Jan 20 18:19:18 MSK 2022","Thu Jan 20 18:19:31 MSK 2022","13631","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка смены языка","Проверка смены языка",""
"passed","Thu Jan 20 18:18:33 MSK 2022","Thu Jan 20 18:18:56 MSK 2022","23279","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка избранного в депозитах","Проверка избранного в депозитах",""
"passed","Thu Jan 20 18:11:17 MSK 2022","Thu Jan 20 18:11:26 MSK 2022","9368","","Проверка авторизации","","Проверка авторизации","Авторизация клиента по clinetId","Авторизация клиента по clinetId",""
"passed","Thu Jan 20 18:12:01 MSK 2022","Thu Jan 20 18:12:10 MSK 2022","9459","","Проверка авторизации","","Проверка авторизации","Авторизация клиента с самоисключением навсегда","Авторизация клиента с самоисключением навсегда",""
"passed","Thu Jan 20 18:11:51 MSK 2022","Thu Jan 20 18:12:01 MSK 2022","9420","","Проверка авторизации","","Проверка авторизации","Авторизация клиента по email","Авторизация клиента по email",""
"passed","Thu Jan 20 18:12:48 MSK 2022","Thu Jan 20 18:12:57 MSK 2022","8489","","Проверка авторизации","","Проверка авторизации","Открытие формы Забыли пароль из формы авторизации","Открытие формы Забыли пароль из формы авторизации",""
"passed","Thu Jan 20 18:22:06 MSK 2022","Thu Jan 20 18:22:20 MSK 2022","14390","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через TELE2","Проверка открытия страницы пополнения через TELE2",""
"passed","Thu Jan 20 18:26:50 MSK 2022","Thu Jan 20 18:27:16 MSK 2022","25572","","Лайв трансляции и eventView","","Лайв трансляции и eventView","Проверка отображения всех видов трансляций лайф событий ","Проверка отображения всех видов трансляций лайф событий ",""
"skipped","Thu Jan 20 18:30:15 MSK 2022","Thu Jan 20 18:30:15 MSK 2022","20","","Проверка настроек сайта","","Проверка настроек сайта","Проверка быстрого пари","Проверка быстрого пари",""
"skipped","Thu Jan 20 18:30:15 MSK 2022","Thu Jan 20 18:30:15 MSK 2022","13","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по dropdown + input + textarea + file","Проверка запроса по dropdown + input + textarea + file",""
"skipped","Thu Jan 20 18:22:20 MSK 2022","Thu Jan 20 18:22:20 MSK 2022","18","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Выплата на телефон","Выплата на телефон",""
"passed","Thu Jan 20 18:21:52 MSK 2022","Thu Jan 20 18:22:06 MSK 2022","14318","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Проверка открытия страницы пополнения через МТС","Проверка открытия страницы пополнения через МТС",""
"skipped","Thu Jan 20 18:28:04 MSK 2022","Thu Jan 20 18:28:04 MSK 2022","15","","Проверка Восстановления пароля","","Проверка Восстановления пароля","Восстановление пароля по тестовому сценарию через email","Восстановление пароля по тестовому сценарию через email",""
"passed","Thu Jan 20 18:27:41 MSK 2022","Thu Jan 20 18:28:04 MSK 2022","22636","","Лайв трансляции и eventView","","Лайв трансляции и eventView","Проверка кол-ва трансляций в фильтре трансляций","Проверка кол-ва трансляций в фильтре трансляций",""
"skipped","Thu Jan 20 18:29:18 MSK 2022","Thu Jan 20 18:29:18 MSK 2022","13","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка работы вкладки История в Личном кабинете пользователя","Проверка работы вкладки История в Личном кабинете пользователя",""
"skipped","Thu Jan 20 18:29:19 MSK 2022","Thu Jan 20 18:29:19 MSK 2022","19","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка работы процесса изменения номера телефона по тестовому сценарию","Проверка работы процесса изменения номера телефона по тестовому сценарию",""
"passed","Thu Jan 20 18:26:37 MSK 2022","Thu Jan 20 18:26:50 MSK 2022","13260","","Тесты на главной странице","","Тесты на главной странице","Проверка приветственного слайдера","Проверка приветственного слайдера",""
"failed","Thu Jan 20 18:23:04 MSK 2022","Thu Jan 20 18:23:18 MSK 2022","14053","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Проверка фильтра в горизонтальном положении на выбор события","Проверка фильтра в горизонтальном положении на выбор события",""
"passed","Thu Jan 20 18:25:50 MSK 2022","Thu Jan 20 18:26:37 MSK 2022","47307","","Тесты на главной странице","","Тесты на главной странице","Ставки из приоритетных событий линии/лайва с главной страницы","Ставки из приоритетных событий линии/лайва с главной страницы",""
"skipped","Thu Jan 20 18:30:15 MSK 2022","Thu Jan 20 18:30:15 MSK 2022","16","","Проверка настроек сайта","","Проверка настроек сайта","Проверка всего функционала из модуля ""Вид"" в настройках сайта","Проверка всего функционала из модуля ""Вид"" в настройках сайта",""
"failed","Thu Jan 20 18:22:45 MSK 2022","Thu Jan 20 18:23:04 MSK 2022","18649","","Запросы на выплату","","Запросы на выплату","Проверка карточки заявки","Проверка карточки заявки",""
"skipped","Thu Jan 20 18:29:19 MSK 2022","Thu Jan 20 18:29:19 MSK 2022","23","","Тесты на личный кабинет","","Тесты на личный кабинет","Проверка смены пароля","Проверка смены пароля",""
"failed","Thu Jan 20 18:23:57 MSK 2022","Thu Jan 20 18:24:11 MSK 2022","13700","","Тесты фильтра меню избранное","","Тесты фильтра меню избранное","Сравнение фильтра времени у конкретного спорта в горизонтальном и вертикальном ","Сравнение фильтра времени у конкретного спорта в горизонтальном и вертикальном ",""
"passed","Thu Jan 20 18:11:26 MSK 2022","Thu Jan 20 18:11:41 MSK 2022","14754","","Проверка авторизации","","Проверка авторизации","Проверка протушей  сессии","Проверка протушей  сессии",""
"passed","Thu Jan 20 18:15:35 MSK 2022","Thu Jan 20 18:15:44 MSK 2022","9214","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка продажи и ее настройки","Проверка продажи и ее настройки",""
"passed","Thu Jan 20 18:29:03 MSK 2022","Thu Jan 20 18:29:18 MSK 2022","15344","","Тесты на вкладку Бонусы","","Тесты на вкладку Бонусы","Проверка сортировки по времени","Проверка сортировки по времени",""
"skipped","Thu Jan 20 18:22:20 MSK 2022","Thu Jan 20 18:22:20 MSK 2022","8","","Проверка пополения и выплаты","","Проверка пополения и выплаты","Выплата на Яндекс деньги","Выплата на Яндекс деньги",""
"passed","Thu Jan 20 18:13:20 MSK 2022","Thu Jan 20 18:13:34 MSK 2022","13566","","Проверка ленты без авторизации","","Проверка ленты без авторизации","Проверка появления окна авторизации на пари без авторизации","Проверка появления окна авторизации на пари без авторизации",""
"skipped","Thu Jan 20 18:30:15 MSK 2022","Thu Jan 20 18:30:15 MSK 2022","19","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка переоткрытия заявки","Проверка переоткрытия заявки",""
"skipped","Thu Jan 20 18:29:19 MSK 2022","Thu Jan 20 18:29:19 MSK 2022","28","","Тесты на личный кабинет","","Тесты на личный кабинет","Тестовый сценарий лимитов на депозиты","Тестовый сценарий лимитов на депозиты",""
"passed","Thu Jan 20 18:22:33 MSK 2022","Thu Jan 20 18:22:45 MSK 2022","11934","","Запросы на выплату","","Запросы на выплату","Проверка фильтра","Проверка фильтра",""
"failed","Thu Jan 20 18:27:16 MSK 2022","Thu Jan 20 18:27:41 MSK 2022","24901","","Лайв трансляции и eventView","","Лайв трансляции и eventView","Функционал EventView в Лайв событиях","Функционал EventView в Лайв событиях",""
"skipped","Thu Jan 20 18:30:15 MSK 2022","Thu Jan 20 18:30:15 MSK 2022","16","","Тесты на запросы из личного кабинета","","Тесты на запросы из личного кабинета","Проверка запроса по 3*input + textarea + data","Проверка запроса по 3*input + textarea + data",""
"passed","Thu Jan 20 18:14:51 MSK 2022","Thu Jan 20 18:15:13 MSK 2022","21592","","Проверка всего в ленте купонов","","Проверка всего в ленте купонов","Проверка сворачивания ставки из ленты купонов","Проверка сворачивания ставки из ленты купонов",""
